id,likes,caption,imageURL,image_labels
CSFKSFYt6ai,38072,"JOIN LIFE. We are working to make both our physical and online stores increasingly more sustainable. To this end, we are developing specific programs to design, build and manage our stores efficiently and with a lower environmental impact. Our goal is that by 2022, 10% of the energy in all our headquarters logistics centres and stores will come from renewable sources 
#JOINLIFE",https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/228850581_538268870847602_3835774516358385264_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=102&_nc_ohc=QiOPELetYdUAX8K-cTh&edm=AABBvjUBAAAA&ccb=7-4&oh=9f9ad3ae8665f8ae6753ddd9c1727bce&oe=619927B4&_nc_sid=83d603,"['Arm', 'Leg', 'Dress', 'Neck', 'Human body', 'Flash photography', 'Waist', 'Sleeve', 'Knee', 'Standing']"
CSEtJX5NTSV,31543,"JOIN LIFE. Under the label Join Life we categorize all garments that have been produced using processes and raw materials that help us reduce our environmental impact. Our goal is that by 2022, 50% of our products will meet our Join Life standard.  
#JOINLIFE",https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/229803068_327798162376953_5262990119474273300_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=109&_nc_ohc=pMmOSsYfuOIAX9ezqLV&edm=AABBvjUBAAAA&ccb=7-4&oh=b0ab8fa5a43a486c55277af180c13381&oe=6198E400&_nc_sid=83d603,"['White', 'Textile', 'Gesture', 'Red', 'Font', 'Line', 'Symmetry', 'Pattern', 'Parallel', 'Rectangle']"
CSEaie7tnne,35359,"JOIN LIFE. Working towards sustainability. 

At Zara, we understand sustainability as an ongoing effort. We develop specific programs from a holistic approach. Emphasizing social and environmental sustainability and the safety and health of our products. 
#JOINLIFE",https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/229659118_298046575400334_4455296474441469635_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=106&_nc_ohc=Uc4ULnfLb7MAX_i14KT&edm=AABBvjUBAAAA&ccb=7-4&oh=0146516751c15a4c4d60d84a26081745&oe=619950CF&_nc_sid=83d603,"['Forehead', 'Face', 'Hair', 'Lip', 'Outerwear', 'Eyebrow', 'Eye', 'Eyelash', 'Neck', 'Jaw']"
CR1urRYhA1Q,72755,"Studio Issue 001. 
Drawing inspiration from the evocative and timeless carrés, this sophisticated collection uses a selection of natural silk twill scarves to create a limited edition of artfully cut pieces. 
The combination of different print and motives emphasizes the lightness and the movement of these designs. 
#zarawoman",https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/226224103_870754790477199_5673082419002592033_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=103&_nc_ohc=6lLpDflx3RQAX_sVQ3n&edm=AABBvjUBAAAA&ccb=7-4&oh=6316ff9960276928dc0c694398d2422d&oe=6197F66B&_nc_sid=83d603,"['Hair', 'Leg', 'Fashion', 'Sleeve', 'Waist', 'Tartan', 'Eyewear', 'Street fashion', 'Flash photography', 'Knee']"
CR1aLsuB1NX,28872,"Studio Issue 001. 
Drawing inspiration from the evocative and timeless carrés, this sophisticated collection uses a selection of natural silk twill scarves to create a limited edition of artfully cut pieces. 
The combination of different print and motives emphasizes the lightness and the movement of these designs. 
#zarawoman",https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/225823881_546463189830668_1050733214751437852_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=108&_nc_ohc=K-KK5uu7NSsAX88Hthp&edm=AABBvjUBAAAA&ccb=7-4&oh=61dfd5274708877b24b94f03092bda34&oe=61991D6A&_nc_sid=83d603,"['Human body', 'Flash photography', 'Happy', 'Dress', 'People in nature', 'Thigh', 'Font', 'Fashion design', 'Street fashion', 'Fashion model']"
CR1FGw5hPZE,50351,"Studio Issue 001. 
Drawing inspiration from the evocative and timeless carrés, this sophisticated collection uses a selection of natural silk twill scarves to create a limited edition of artfully cut pieces. 
The combination of different print and motives emphasizes the lightness and the movement of these designs. 
#zarawoman",https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/225259047_499382461165038_6009638528164670462_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=106&_nc_ohc=FToHeTUaTggAX8yQdAi&edm=AABBvjUBAAAA&ccb=7-4&oh=752a922dbf19193dde8b8989344b631e&oe=6198C2D0&_nc_sid=83d603,"['Clothing', 'Dress', 'Sleeve', 'Waist', 'People in nature', 'Street fashion', 'Knee', 'Thigh', 'Day dress', 'Fashion design']"
CRzF576Byj3,75161,The pier. New Woman collection #zarawoman,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/223459176_829646991276324_7450364471756229858_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=100&_nc_ohc=uA8oZfzLiu4AX8reBW-&edm=AABBvjUBAAAA&ccb=7-4&oh=7a68c7c8ae624b8fd5ac4b05f8cebf7f&oe=6197ECFD&_nc_sid=83d603,"['Hair', 'Water', 'Sky', 'Muscle', 'Boats and boating--Equipment and supplies', 'People in nature', 'Tree', 'Flash photography', 'Lake', 'Travel']"
CRyycZViZtb,41795,The pier. New Woman collection #zarawoman,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/225779495_521586119070325_7643808992758273958_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=101&_nc_ohc=4z6q6jdVLdkAX993gKh&tn=oFZ-Gq2sllr-Yy4I&edm=AABBvjUBAAAA&ccb=7-4&oh=0fae970f2917f845a6005217298f2062&oe=6193997F&_nc_sid=83d603,"['Plant', 'People in nature', 'Botany', 'Nature', 'Natural environment', 'Tree', 'Flash photography', 'Lighting', 'Sunlight', 'Happy']"
CRyPc0YhXy8,41466,The pier. New Woman collection #zarawoman,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/222948381_977158969527631_1713918595307248430_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=107&_nc_ohc=4xtGPaAddhkAX81HGHA&edm=AABBvjUBAAAA&ccb=7-4&oh=a7a296788cb7d0b68f99f630de07053c&oe=61993A3A&_nc_sid=83d603,"['Boat', 'Watercraft', 'Shirt', 'Plant community', 'Sky', 'Vehicle', 'Boats and boating--Equipment and supplies', 'Smile', 'Sunglasses', 'Nature']"
CRrWRDLBtiy,71803,From the sandbox to the studio. The new #zaramini collection is here,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/221863706_1480336638990121_1759133220900905119_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=101&_nc_ohc=DSY0P7uYjpoAX820d4y&tn=oFZ-Gq2sllr-Yy4I&edm=AABBvjUBAAAA&ccb=7-4&oh=ddec9816449964ab0b4ea6d5ecd7037d&oe=619842C0&_nc_sid=83d603,"['Photograph', 'White', 'Organ', 'Black', 'Flash photography', 'Electronic instrument', 'Black-and-white', 'Standing', 'Computer keyboard', 'Eyewear']"
CRq3t0RCMVu,16311,#zaramini Song by @nambyarofficial,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/222761687_328878608965836_8201184256434166221_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=100&_nc_ohc=qjJ8zbHJVacAX__1UTm&edm=AABBvjUBAAAA&ccb=7-4&oh=e653f5dd9e4a138e511b876f5b6ef9d9&oe=619397B5&_nc_sid=83d603,"['Nose', 'Cheek', 'Skin', 'Chin', 'Eyebrow', 'Arm', 'Smile', 'Mouth', 'Human body', 'Ear']"
CRqSVNCBqVQ,83383,Styled small. Introducing the new #zaramini collection — plush fabrics perfect for keeping your little one cozy @zarakids,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/221832375_977978996319742_4639927906806276755_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=110&_nc_ohc=xMOltRVFGPcAX9NkVYS&edm=AABBvjUBAAAA&ccb=7-4&oh=9ebd9fc1a5f546c1138a0f64a2b6f478&oe=6198EAB2&_nc_sid=83d603,"['Shoe', 'Hairstyle', 'White', 'Black', 'Flash photography', 'Black-and-white', 'Gesture', 'Happy', 'Style', 'Smile']"
CRo-oY6BKYN,49146,Limited edition embroidered dress #zarawoman,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/221427906_142758267986045_7119801012485977772_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=105&_nc_ohc=q6_pLo_JWW8AX8VeMh0&edm=AABBvjUBAAAA&ccb=7-4&oh=485bef127ab3100512a09438e4067115&oe=6198CE3B&_nc_sid=83d603,"['Plant', 'Outerwear', 'Window', 'People in nature', 'Sleeve', 'Dress', 'Waist', 'Rectangle', 'Grass', 'Headgear']"
CRooVUrivGM,21121,New collection #zarawoman,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/220708245_545101520261434_3896973992220673633_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=110&_nc_ohc=gzijd1Bto9QAX9VLFFl&edm=AABBvjUBAAAA&ccb=7-4&oh=17bb3cd8027157ef6391033d3e61be71&oe=619418ED&_nc_sid=83d603,"['Building', 'Window', 'Property', 'Light', 'Wood', 'Interior design', 'Plant', 'Lighting', 'Dress', 'Door']"
CRoc__9h5Es,49940,Embroidered top and skirt limited edition #zarawoman,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/221161838_821557322087057_4649890888410902662_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=105&_nc_ohc=_fKiKWi60UsAX_abqYG&edm=AABBvjUBAAAA&ccb=7-4&oh=6d08f2be4c2ab4b7be053b1f77d0c068&oe=61990B3C&_nc_sid=83d603,"['Sleeve', 'Waist', 'Thigh', 'Street fashion', 'Knee', 'Fashion design', 'One-piece garment', 'Electric blue', 'Human leg', 'Pattern']"
CRjkBB6BgNR,40275,Discover our new collection for #zarakids #aw21 @zarakids,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/219971256_316431636836501_817723298989778470_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=105&_nc_ohc=0qXVfd8zAawAX8FGNQ-&edm=AABBvjUBAAAA&ccb=7-4&oh=d1703c8f4e5a6f5f640d208aa791a4ba&oe=61988A0B&_nc_sid=83d603,"['Trousers', 'Jeans', 'Arm', 'Shorts', 'Sleeve', 'Knee', 'Gesture', 'T-shirt', 'Sportswear', 'Waist']"
CRjHJPDiSpz,34738,Discover our new collection for #zarakids #aw21 @zarakids,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/219766630_2991363951144361_9006839533772504604_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=101&_nc_ohc=DXrflCjMRkMAX8vTpBk&edm=AABBvjUBAAAA&ccb=7-4&oh=8e1378a0ea517fa27fa539359d9620c5&oe=6193A354&_nc_sid=83d603,"['Shorts', 'Performing arts', 'Entertainment', 'Leisure', 'Player', 'Sports', 'Team sport', 'Fun', 'Competition event', 'Recreation']"
CRik89lBZeN,30072,Discover our new collection for #zarakids #aw21 @zarakids,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/219923428_125310636455596_955749511184614809_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=104&_nc_ohc=G70OzbSxzswAX9eMBCe&edm=AABBvjUBAAAA&ccb=7-4&oh=9ef5d62807c16ac04ee1a46bf0509f7e&oe=6198E497&_nc_sid=83d603,"['Smile', 'White', 'Product', 'Black', 'Human body', 'Neck', 'Sleeve', 'Gesture', 'Grey', 'T-shirt']"
CRg_BuvBLUb,42500,Discover our new collection for #zaraman #aw21 @zaraman Thank you @lukasabbat,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/219533061_4214463428643345_3848607429385463695_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=109&_nc_ohc=z0xEgtBORZ8AX91d-Hj&edm=AABBvjUBAAAA&ccb=7-4&oh=84aeed72972492e16996fa383ab68c34&oe=6198EAAB&_nc_sid=83d603,"['Forehead', 'Eyebrow', 'Jaw', 'Eyelash', 'Flash photography', 'Sleeve', 'Beard', 'Dreadlocks', 'Black hair', 'Facial hair']"
CRgjqEiBTQ3,41805,Discover our new collection for #zaraman #aw21 @zaraman Thank you @lukasabbat,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/220125041_363785845378214_6616372147905586053_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=102&_nc_ohc=6ozw_6KJ5BAAX9V7dyx&tn=oFZ-Gq2sllr-Yy4I&edm=AABBvjUBAAAA&ccb=7-4&oh=6e264652a7efc9e5d9dbb767f9a4e264&oe=6198CE08&_nc_sid=83d603,"['Forehead', 'Hair', 'Face', 'Head', 'Lip', 'Outerwear', 'Jheri curl', 'Eye', 'White', 'Eyelash']"
CRgB0mXhz6t,53292,Discover our new collection for #zaraman #aw21 @zaraman Thank you @lukasabbat,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/219652564_663868098343251_6281266595330778070_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=103&_nc_ohc=wgvm80os6PYAX-jdqQk&edm=AABBvjUBAAAA&ccb=7-4&oh=7dbed38a09d1cc91bf8ecd3d1f53531e&oe=61982E3F&_nc_sid=83d603,"['Footwear', 'Sleeve', 'Street fashion', 'Waist', 'Thigh', 'Fashion design', 'T-shirt', 'Black hair', 'Blazer', 'Magenta']"
CRek-iShb9s,33735,Discover our new collection for #zarawoman #aw21,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/219448192_356045662747942_4094104525391335037_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=110&_nc_ohc=se_Yc4AkrBkAX_uo8mk&edm=AABBvjUBAAAA&ccb=7-4&oh=4bcc3e55e2e318c00c3c3b170188d39c&oe=6198E319&_nc_sid=83d603,"['Hair', 'Sheath dress', 'Lip', 'Arm', 'Eye', 'One-piece garment', 'Dress', 'Eyelash', 'Human body', 'Neck']"
CReFrDbh8TD,97414,Discover our new collection for #zarawoman #aw21,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/218926638_352836736201100_5456749503953810850_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=108&_nc_ohc=UVBKaiZyEBQAX-IgYcy&edm=AABBvjUBAAAA&ccb=7-4&oh=5cd8955a1f80c11bfc03da3571fbcbdf&oe=61993064&_nc_sid=83d603,"['Hair', 'Vision care', 'Goggles', 'Sunglasses', 'Black', 'Eyewear', 'Flash photography', 'Neck', 'Sleeve', 'Gesture']"
CRdpsv0BdYx,32108,Discover our new collection for #zarawoman #aw21,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/219379951_215359383923340_9079559611404437029_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=100&_nc_ohc=55mxg_pJva0AX9XxUXB&edm=AABBvjUBAAAA&ccb=7-4&oh=fa8db843d06e36968d3b3ba415004cd2&oe=61985B43&_nc_sid=83d603,"['Outerwear', 'Neck', 'Sleeve', 'Waist', 'Gesture', 'Collar', 'Fashion design', 'Thigh', 'Blazer', 'Formal wear']"
CRb5bO5hSpf,55292,"ZARA TRIBUTE. SEASON 01. AMBER VALLETTA, 1993
Icons by Peter Lindbergh. Limited edition collection curated by Fabien Baron. 
100% of proceeds will be donated to the Franca Sozzani Fund.

@francescocarrozzini
@genomes2people
@franca_fund
@fabienbaron",https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/217992778_1145610412515492_1182976199226570188_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=100&_nc_ohc=TnpayKVXh4sAX911vCH&edm=AABBvjUBAAAA&ccb=7-4&oh=b167f0fcaaa2810c3304bcf35ee2e1bd&oe=61981FA3&_nc_sid=83d603,"['Building', 'White', 'Black', 'Infrastructure', 'Human', 'Street fashion', 'Black-and-white', 'Standing', 'Grey', 'Style']"
CRbgzM-BS9m,32844,"ZARA TRIBUTE. SEASON 01. LYNNE KOESTER, 1984
Icons by Peter Lindbergh. Limited edition collection curated by Fabien Baron. 
100% of proceeds will be donated to the Franca Sozzani Fund.

@francescocarrozzini
@genomes2people
@franca_fund
@fabienbaron",https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/219328502_3135107946719029_6363132381077724791_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=101&_nc_ohc=6fZ4ucizJ-MAX_sIrNd&tn=oFZ-Gq2sllr-Yy4I&edm=AABBvjUBAAAA&ccb=7-4&oh=8c5d44a7753806fcce25cb11d60ffadc&oe=6197ED60&_nc_sid=83d603,"['Flash photography', 'Gesture', 'Black-and-white', 'Style', 'Vest', 'Entertainment', 'Elbow', 'Performing arts', 'Monochrome photography', 'Event']"
CRbEYJ6Btzr,84716,"ZARA TRIBUTE. SEASON 01. LINDA EVANGELISTA, 1998
Icons by Peter Lindbergh. Limited edition collection curated by Fabien Baron. 
100% of proceeds will be donated to the Franca Sozzani Fund.

@francescocarrozzini
@genomes2people
@franca_fund
@fabienbaron",https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/218283720_782269209127069_1308423203886677035_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=101&_nc_ohc=gCxrc5zjDYIAX9F1W_8&edm=AABBvjUBAAAA&ccb=7-4&oh=5149560d06a549809098745abf288e60&oe=61987F7B&_nc_sid=83d603,"['Face', 'Forehead', 'Hair', 'Head', 'Hairstyle', 'Shoulder', 'Human body', 'Dress shirt', 'Jaw', 'Neck']"
CRYz1WOh4pS,64887,"ZARA TRIBUTE. SEASON 01. HELENA CHRISTENSEN, 1990
Icons by Peter Lindbergh. Limited edition collection curated by Fabien Baron. 
100% of proceeds will be donated to the Franca Sozzani Fund.

@francescocarrozzini
@genomes2people
@franca_fund
@fabienbaron",https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/218480285_799457524090985_1910481603366127393_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=105&_nc_ohc=UUAdFwg9CzcAX8MpLMg&edm=AABBvjUBAAAA&ccb=7-4&oh=2ceff38c49b7eebc0f77a7b6fe5f8050&oe=6198D730&_nc_sid=83d603,"['Car', 'Vehicle', 'Hood', 'Motor vehicle', 'Plant', 'Sky', 'Standing', 'Gesture', 'Black-and-white', 'Style']"
CRYLhphBRr-,70594,"ZARA TRIBUTE. SEASON 01. KATE MOSS, 1994
Icons by Peter Lindbergh. Limited edition collection curated by Fabien Baron. 
100% of proceeds will be donated to the Franca Sozzani Fund.

@francescocarrozzini
@genomes2people
@franca_fund
@fabienbaron",https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/217495696_244185654186064_1428246899729567317_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=104&_nc_ohc=aCQwRKOLhWsAX-X3qg-&tn=oFZ-Gq2sllr-Yy4I&edm=AABBvjUBAAAA&ccb=7-4&oh=d0aec04d84c016cadd0a4ab34f00aaee&oe=619880B5&_nc_sid=83d603,"['Lip', 'Eyebrow', 'White', 'Dress', 'Black', 'Flash photography', 'Neck', 'Eyelash', 'Standing', 'Black-and-white']"
CRW7NJECDM8,16589,"Icons by Peter Lindbergh. Limited edition collection curated by Fabien Baron. 
100% of proceeds will be donated to the Franca Sozzani Fund.

@francescocarrozzini
@genomes2people
@franca_fund
@fabienbaron",https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/206058584_336266171311087_6621627329062397278_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=107&_nc_ohc=_YP8sQGcuTYAX-BrXr2&edm=AABBvjUBAAAA&ccb=7-4&oh=3c5db74f2472f07fc769b034795230e5&oe=6193B346&_nc_sid=83d603,"['Watch', 'Hand', 'White', 'Reflex camera', 'Camera lens', 'Black', 'Photographer', 'Digital camera', 'Flash photography', 'Camera']"
CRPECKrBxfF,39937,Silk dress dressing gown #zarawoman,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/217856814_2946292828955687_4564429911529525860_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=111&_nc_ohc=oGwmoIBo91IAX-5a1y2&edm=AABBvjUBAAAA&ccb=7-4&oh=f45460f33869bff05b7a842860bc2462&oe=6197F67E&_nc_sid=83d603,"['Bicycle', 'Wheel', 'Tire', 'Bicycle wheel', 'Shoulder', 'Bicycle frame', 'Bicycle handlebar', 'Bicycle tire', 'Dress', 'Bicycle fork']"
CROqBamhsSD,53284,Long silk bridal dress #zarawoman,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/217038067_1206272273127572_1999487923967386003_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=108&_nc_ohc=ADRbF4y9il0AX_wEJT6&edm=AABBvjUBAAAA&ccb=7-4&oh=8322c42d33cd62c5f7ee15d507e713ac&oe=61989BB4&_nc_sid=83d603,"['Hair', 'Joint', 'Lip', 'Eyebrow', 'Shoulder', 'Eyelash', 'Neck', 'Sleeve', 'Flash photography', 'Gesture']"
CROI92xBjdS,72401,Silk bridal dress with lace #zarawoman,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/217261183_4155591924550115_6672903615938602913_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=111&_nc_ohc=3D_vi6yuuXQAX9NImIz&edm=AABBvjUBAAAA&ccb=7-4&oh=d62c3be21ce5aeb07acef83a606781b9&oe=619818EF&_nc_sid=83d603,"['Joint', 'Flash photography', 'Dress', 'Waist', 'Fashion design', 'Floor', 'Flooring', 'Street fashion', 'Entertainment', 'Performing arts']"
CRErnXLhJu7,30286,One-piece wonder. From the new Sulle Dolomiti collection. #zarawoman #newin,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/211923633_2644794619149732_1428434164139493544_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=100&_nc_ohc=lCc2cbAwEMUAX_c7eB9&edm=AABBvjUBAAAA&ccb=7-4&oh=741bdbdc7f3dba0b82514b4cacc86409&oe=619805BB&_nc_sid=83d603,"['Sky', 'Mountain', 'Water', 'Nature', 'People in nature', 'Natural environment', 'Flash photography', 'Happy', 'Natural landscape', 'Highland']"
CREZAMWCVu0,18963,"Introducing our Spring/Summer Collection, inspired by the raw beauty and geometric shapes of the montains #zarawoman",https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/211498442_149293460630815_1101581976410751893_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=107&_nc_ohc=KO8AximJfe4AX-ZxyYm&edm=AABBvjUBAAAA&ccb=7-4&oh=988903c1f9c66db4f3cc33439ee03ae1&oe=6193A57D&_nc_sid=83d603,"['People in nature', 'Flash photography', 'Lighting', 'Organism', 'Happy', 'Font', 'Atmospheric phenomenon', 'Natural landscape', 'Grass', 'Adaptation']"
CRDxWqUh-fz,79687,"Introducing Sulle Dolomiti, our new Spring/Summer Collection, inspired by the raw beauty and geometric shapes of these epic mountains. #zarawoman #newin",https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/210895779_1963519110463033_3057301830329997014_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=101&_nc_ohc=axDyZzdtnlgAX8qPMxT&edm=AABBvjUBAAAA&ccb=7-4&oh=0ea3ee0d5ae84f96fd5f6e652e5108fc&oe=6197A30F&_nc_sid=83d603,"['Sky', 'Plant', 'Mountain', 'People in nature', 'Natural environment', 'Happy', 'Tree', 'Natural landscape', 'Grass', 'Leisure']"
CQtsGQeCAHh,27343,A midsummer night's dream #zarawoman,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/209377514_1135549936925330_2649467566297883693_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=102&_nc_ohc=x2fiFLli9FAAX_wqXWq&edm=AABBvjUBAAAA&ccb=7-4&oh=d4f3b6d435c73cb4a88bb64b57b616da&oe=619423A6&_nc_sid=83d603,"['Glasses', 'Vision care', 'Light', 'Azure', 'Purple', 'Eyewear', 'Goggles', 'Sunglasses', 'Flash photography', 'Smile']"
CQtStnRhkyw,34218,A midsummer night's dream #zarawoman,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/209636767_504956737442221_2332408753689761064_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=101&_nc_ohc=DBwORQo5EugAX9ppZCL&edm=AABBvjUBAAAA&ccb=7-4&oh=ab58760d23bb3b3fdf906ef45dfe51ab&oe=61986AB2&_nc_sid=83d603,"['Tableware', 'Smile', 'Table', 'Fashion', 'Textile', 'Dishware', 'Decoration', 'Plate', 'Stemware', 'Flower Arranging']"
CQsxpb5Bic0,32819,A midsummer night's dream #zarawoman,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/209047756_4177512949036232_820798206628376352_n.jpg?_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=108&_nc_ohc=dkSzuAojkbUAX93TXiX&tn=oFZ-Gq2sllr-Yy4I&edm=AABBvjUBAAAA&ccb=7-4&oh=03741eef3d9b0201f3a716682bdd44d9&oe=61980E65&_nc_sid=83d603,"['Smile', 'Human', 'Flash photography', 'Happy', 'Gesture', 'Headgear', 'Leisure', 'Fun', 'Grass', 'Friendship']"
CQePFLTBwGJ,73707,Open back shirt limited edition #zarawoman,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/206284295_2982002348741841_3059860298449374738_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=109&_nc_ohc=QJ_NVFcGXpoAX_dsS5a&edm=AABBvjUBAAAA&ccb=7-4&oh=2cf770cbba2fd94238f7ddab17b7fd3e&oe=61982D56&_nc_sid=83d603,"['Leg', 'Sleeve', 'People in nature', 'Thigh', 'Happy', 'Recreation', 'Leisure', 'Knee', 'Barefoot', 'Balance']"
CQd2sTMB-HX,220350,Waves of Summer #zarawoman,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/206739351_170726581694453_3814506359062791931_n.jpg?_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=105&_nc_ohc=tEkRi1LBir0AX9erfml&tn=oFZ-Gq2sllr-Yy4I&edm=AABBvjUBAAAA&ccb=7-4&oh=05317b98d329eadac8f6292e35ff4678&oe=6198F3FB&_nc_sid=83d603,"['Water', 'Sky', 'Leg', 'People on beach', 'People in nature', 'Flash photography', 'Beach', 'Waist', 'Happy', 'Coastal and oceanic landforms']"
